,sample_0,sample_1,raw_score,corrected_score,normalized_score,resampled
0,virtsim_17_0,virtsim_17_2,1,0.13,-0.695,True
1,virtsim_17_0,virtsim_17_6,3,0.38,-0.57,True
2,virtsim_17_0,virtsim_32_6,14,1.75,0.115,False
3,virtsim_17_0,virtsim_32_4,14,1.75,0.115,False
4,virtsim_17_0,virtsim_32_2,14,1.75,0.115,False
5,virtsim_17_0,virtsim_32_1,14,1.75,0.115,False
6,virtsim_17_0,virtsim_80_5,10,1.25,-0.135,False
7,virtsim_17_0,virtsim_74_2,11,1.38,-0.07,False
8,virtsim_17_0,virtsim_47_4,15,1.88,0.18,False
9,virtsim_17_0,virtsim_73_4,10,1.25,-0.135,False
10,virtsim_17_0,virtsim_58_1,10,1.25,-0.135,False
11,virtsim_17_0,virtsim_24_3,12,1.5,-0.01,False
12,virtsim_17_0,virtsim_11_7,11,1.38,-0.07,False
13,virtsim_17_0,virtsim_71_5,12,1.5,-0.01,False
14,virtsim_17_0,virtsim_71_6,12,1.5,-0.01,False
15,virtsim_17_0,virtsim_71_2,12,1.5,-0.01,False
16,virtsim_17_0,virtsim_71_3,12,1.5,-0.01,False
17,virtsim_17_0,virtsim_79_7,12,1.5,-0.01,False
18,virtsim_17_0,virtsim_66_2,13,1.63,0.055,False
19,virtsim_17_0,virtsim_66_4,13,1.63,0.055,False
20,virtsim_17_0,virtsim_65_2,13,1.63,0.055,False
21,virtsim_17_0,virtsim_16_1,12,1.5,-0.01,False
22,virtsim_17_0,virtsim_37_1,10,1.25,-0.135,False
23,virtsim_17_0,virtsim_37_7,11,1.38,-0.07,False
24,virtsim_17_0,virtsim_46_7,12,1.5,-0.01,False
25,virtsim_17_0,virtsim_63_7,13,1.63,0.055,False
26,virtsim_17_0,virtsim_63_3,13,1.63,0.055,False
27,virtsim_17_0,virtsim_14_7,13,1.63,0.055,False
28,virtsim_17_0,virtsim_48_6,14,1.75,0.115,False
29,virtsim_17_0,virtsim_28_5,11,1.38,-0.07,False
30,virtsim_17_0,virtsim_97_2,11,1.38,-0.07,False
31,virtsim_17_0,virtsim_82_6,11,1.38,-0.07,False
32,virtsim_17_0,virtsim_20_4,13,1.63,0.055,False
33,virtsim_17_0,virtsim_94_4,13,1.63,0.055,False
34,virtsim_17_0,virtsim_20_3,14,1.75,0.115,False
35,virtsim_17_0,virtsim_3_7,14,1.75,0.115,False
36,virtsim_17_0,virtsim_3_2,13,1.63,0.055,False
37,virtsim_17_0,virtsim_3_3,13,1.63,0.055,False
38,virtsim_17_0,virtsim_3_1,13,1.63,0.055,False
39,virtsim_17_0,virtsim_69_2,14,1.75,0.115,False
40,virtsim_17_0,virtsim_92_1,10,1.25,-0.135,False
41,virtsim_17_0,virtsim_26_1,15,1.88,0.18,False
42,virtsim_17_0,virtsim_92_3,10,1.25,-0.135,False
